epoch,train_loss,val_macro_auc_roc,val_macro_auprc,epoch_seconds,learning_rate
1,0.9870146255493164,0.6473282076150332,0.09133542833360749,325.9661720999866,0.0001
2,0.7586244106292724,0.6937227023266459,0.09890178009326081,342.8029605000047,0.0001
3,0.6270240397453308,0.7367490910317136,0.12333390877569268,339.3953233999782,0.0001
4,0.5032315676212311,0.691293368730778,0.11356775894112192,388.46537300001364,0.0001
5,0.4063850765228271,0.7032240523504449,0.11144743392965101,357.13049779995345,5e-05
6,0.33775518560409545,0.6947083565263253,0.10630150771760334,341.9078105999506,5e-05
7,0.30969822525978086,0.7099286080351603,0.10520756127079575,343.8398975000018,2.5e-05
